folder,face_0,face_1,face_2,face_3,face_4,glass,beard
0190221170728_83-330-656-1221.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170728_83-522-1063-1507.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170728_83-661-1080-1917.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170728_83-846-1070-443.jpg,0.0,0.0,0.0,1.0,0.0,1000,0
0190221170730_86-100-557-1010.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170730_86-125-487-874.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170730_86-318-927-560.jpg,0.0,0.0,0.0,0.0,1.0,0,1000
0190221170730_86-325-1020-873.jpg,0.0,0.0,0.0,0.0,1.0,1,1000
0190221170730_86-37-412-1030.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170730_86-386-996-1253.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170730_86-546-981-1390.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170730_86-587-1074-1602.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170730_86-644-1080-1916.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170730_86-74-366-1137.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170730_86-98-474-723.jpg,0.0,0.0,1.0,0.0,0.0,1000,1000
0190221170732_76-113-533-714.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170732_76-148-493-886.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170732_76-353-564-1243.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170732_76-369-1072-905.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170732_76-383-1046-538.jpg,0.0,0.0,0.0,0.0,1.0,1,1000
0190221170732_76-436-992-1275.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170732_76-596-1076-1501.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170732_76-641-1080-1916.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170732_76-674-1080-1661.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170734_62-215-536-1155.jpg,0.0,1.0,0.0,0.0,0.0,0,0
0190221170734_62-226-766-616.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170734_62-232-596-925.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170734_62-417-1003-1182.jpg,0.0,1.0,0.0,0.0,0.0,1000,1000
0190221170734_62-469-1079-561.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170734_62-471-1067-975.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170734_62-481-1031-1367.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170734_62-645-1075-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170736_19-227-929-1160.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170736_19-251-1059-901.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170736_19-264-753-599.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170736_19-413-932-1232.jpg,0.0,1.0,0.0,0.0,0.0,0,0
0190221170736_19-496-1048-1441.jpg,0.0,0.0,0.0,1.0,0.0,1,0
0190221170736_19-534-1074-583.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170736_19-648-1075-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170737_75-248-679-1156.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170737_75-305-701-565.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170737_75-305-925-924.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170737_75-410-968-1179.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170737_75-452-807-1299.jpg,0.0,0.0,0.0,1.0,0.0,1000,0
0190221170737_75-537-1052-1480.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170737_75-638-1073-541.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170737_75-655-1077-1919.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170739_3-349-1011-905.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170739_3-360-1021-1144.jpg,0.0,0.0,0.0,1.0,0.0,0,1000
0190221170739_3-373-1074-683.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170739_3-475-815-1339.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170739_3-584-1067-1501.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170739_3-655-1080-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170739_3-711-1075-509.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170740_93-293-836-1156.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170740_93-388-804-583.jpg,0.0,0.0,0.0,1.0,0.0,1000,0
0190221170740_93-394-1059-918.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170740_93-427-1021-1145.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170740_93-470-1040-584.jpg,0.0,0.0,0.0,1.0,0.0,1000,0
0190221170740_93-526-1057-1402.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170740_93-645-1080-1917.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170740_93-846-1063-380.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170742_49-300-926-1115.jpg,0.0,0.0,0.0,0.0,1.0,1000,0
0190221170742_49-463-940-536.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170742_49-501-981-1222.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170742_49-589-979-1501.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170742_49-629-1080-513.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170742_49-657-1078-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170742_49-763-1080-1637.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170744_19-325-949-1170.jpg,0.0,0.0,0.0,0.0,1.0,1000,1
0190221170744_19-495-1068-934.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170744_19-527-885-1311.jpg,0.0,0.0,1.0,0.0,0.0,1000,1000
0190221170744_19-660-1080-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170744_19-683-1071-1559.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170744_19-875-1074-1737.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170745_89-350-974-1181.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170745_89-507-1061-979.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170745_89-574-1063-1441.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170745_89-688-1076-1920.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170745_89-794-1071-1654.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170747_37-438-955-1378.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170747_37-583-1074-478.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170747_37-590-1072-1027.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170747_37-760-1075-1697.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170748_8-673-1076-1097.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170748_8-674-1077-467.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170756_12-265-855-1174.jpg,0.0,0.0,0.0,0.0,1.0,1000,0
0190221170757_24-678-1077-1622.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170758_38-662-1059-1917.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170758_38-825-1074-1799.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170811_49-140-588-598.jpg,0.0,0.0,0.0,1.0,0.0,1000,0
0190221170811_49-653-1078-1917.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170812_63-153-606-727.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170812_63-639-1074-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170813_77-166-666-818.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170813_77-637-1070-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170814_95-200-721-913.jpg,0.0,0.0,0.0,0.0,1.0,1,1000
0190221170814_95-639-1072-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170816_09-160-605-762.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170816_09-280-873-1139.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170816_09-618-1064-1918.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190221170817_25-137-613-602.jpg,0.0,0.0,0.0,0.0,1.0,1,0
0190221170817_25-180-677-960.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170817_25-204-676-725.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170817_25-302-872-1133.jpg,0.0,0.0,0.0,0.0,1.0,1000,0
0190221170817_25-487-1068-1458.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170818_59-152-615-667.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170818_59-200-687-719.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190221170818_59-237-725-774.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170818_59-374-992-1178.jpg,0.0,0.0,0.0,0.0,1.0,1000,0
0190221170818_59-534-1075-1529.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170818_59-646-1080-1918.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170819_95-217-732-731.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170819_95-273-1016-1286.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190221170819_95-307-867-848.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190221170819_95-652-1074-1917.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170819_95-711-1080-1644.jpg,0.0,0.0,0.0,0.0,0.0,1000,1000
0190221170821_27-430-1060-618.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
