folder,face_0,face_1,face_2,face_3,face_4,glass,beard
0190220122119_58-0-292-784.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122122_01-9-319-833.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122123_25-6-323-977.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122126_37-14-364-1050.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122127_51-22-371-1087.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122207_03-0-286-958.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190220122208_14-4-297-998.jpg,0.0,0.0,0.0,1.0,0.0,0,0
0190220122209_22-5-317-1054.jpg,0.0,0.0,0.0,1.0,0.0,1000,1
0190220122210_33-86-490-1002.jpg,0.0,0.0,0.0,1.0,0.0,0,1000
0190220122215_63-162-609-778.jpg,0.0,0.0,0.0,0.0,1.0,0,1
0190220122215_63-228-731-1267.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122216_92-194-650-729.jpg,0.0,0.0,0.0,0.0,1.0,1,1
0190220122216_92-229-731-1265.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122218_15-216-717-676.jpg,0.0,0.0,0.0,0.0,1.0,0,0
0190220122219_37-234-759-643.jpg,0.0,0.0,0.0,1.0,0.0,1,1000
0190220122220_54-264-803-610.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122221_7-290-841-512.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122222_87-243-742-1190.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122224_04-242-741-1188.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122225_19-299-834-595.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122225_19-625-1073-1920.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122226_38-627-1080-1919.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122227_49-644-1078-1919.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122249_23-111-424-1140.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122249_23-607-1080-1106.jpg,0.0,0.0,0.0,1.0,0.0,1000,1000
0190220122249_23-88-494-819.jpg,0.0,0.0,0.0,0.0,1.0,1000,1000
0190220122250_5-75-319-773.jpg,0.0,0.0,0.0,1.0,0.0,1,0
